captain_id,city,vehicle_type,signup_month,captain_type,rides_week1,rides_week2,rides_week3,rides_week4,ride_decay_rate,night_rides_ratio,peak_hour_ratio,cancellation_rate,avg_ride_duration,avg_fare_per_km,petrol_cost_sensitivity,estimated_daily_earnings,zone_switches,incentive_claimed,streak_completed,app_opens_per_day,support_tickets,payment_method_pref,is_churned
CAP02442,Chennai,auto,5,fulltime,87,54,43,32,0.625,0.289,0.512,0.044,20.8,22.79,0.225,930.0,1,1,0,5,0,paytm,0
CAP02443,Pune,bike,6,fulltime,69,64,54,43,0.371,0.477,0.749,0.203,18.5,13.39,0.529,612.0,2,1,0,13,0,cash,0
CAP02444,Hyderabad,bike,5,fulltime,80,59,44,37,0.531,0.186,0.473,0.11,20.6,10.75,0.182,472.0,3,0,0,4,1,paytm,0
CAP02445,Bengaluru,bike,10,fulltime,70,51,37,30,0.563,0.502,0.31,0.22,12.5,13.01,0.39,406.0,0,0,0,4,0,gpay,0
CAP02446,Bengaluru,bike,5,fulltime,74,65,49,22,0.693,0.437,0.034,0.08,20.3,10.34,0.683,279.0,2,0,1,6,2,cash,0
CAP02447,Bengaluru,auto,3,fulltime,75,52,44,15,0.789,0.388,0.358,0.14,15.1,18.16,0.363,312.0,0,1,0,10,1,paytm,0
CAP02448,Bengaluru,bike,4,fulltime,76,66,57,39,0.481,0.308,0.665,0.121,16.5,9.46,0.77,432.0,2,0,0,3,4,qr_scan,0
CAP02449,Bengaluru,bike,5,parttime,35,27,16,11,0.667,0.903,0.614,0.187,28.8,8.24,0.136,98.0,0,0,0,4,3,amazon_pay,0
CAP02450,Bengaluru,auto,11,parttime,17,10,6,2,0.833,0.518,0.24,0.14,28.0,17.4,0.154,40.0,1,1,0,8,3,gpay,0
CAP02451,Delhi,auto,11,fulltime,91,62,52,24,0.728,0.677,0.226,0.1,31.0,15.94,0.528,459.0,0,0,1,2,0,gpay,0
CAP02452,Hyderabad,bike,2,fulltime,70,39,21,14,0.789,0.243,0.336,0.211,11.9,10.54,0.325,155.0,1,0,0,6,2,amazon_pay,1
CAP02453,Bengaluru,auto,6,parttime,30,21,19,16,0.452,0.714,0.285,0.095,27.5,24.9,0.079,481.0,2,0,0,8,1,amazon_pay,1
CAP02454,Hyderabad,bike,2,fulltime,82,75,65,30,0.627,0.53,0.267,0.22,17.0,10.2,0.219,318.0,2,0,0,6,0,paytm,1
CAP02455,Bengaluru,bike,4,parttime,27,21,14,12,0.536,0.752,0.248,0.2,20.8,12.77,0.332,163.0,1,0,1,8,2,paytm,0
CAP02456,Hyderabad,bike,12,parttime,29,22,15,13,0.533,0.911,0.228,0.082,19.6,10.33,0.238,164.0,5,1,1,4,1,gpay,0
CAP02457,Chennai,bike,1,parttime,29,26,17,8,0.7,0.897,0.65,0.177,21.2,13.48,0.34,118.0,2,1,0,3,1,gpay,0
CAP02458,Hyderabad,bike,4,parttime,20,11,6,4,0.762,0.52,0.383,0.08,23.7,10.68,0.69,52.0,1,0,0,7,1,gpay,1
CAP02459,Hyderabad,bike,7,parttime,30,26,14,12,0.581,0.507,0.424,0.22,15.4,10.09,0.432,126.0,3,0,1,5,2,gpay,0
CAP02460,Delhi,bike,8,fulltime,75,62,37,16,0.776,0.377,0.239,0.107,15.4,11.04,0.797,210.0,1,1,0,2,1,cash,0
CAP02461,Pune,auto,2,parttime,37,28,18,12,0.658,0.603,0.461,0.14,24.0,25.27,0.063,348.0,3,0,0,9,1,amazon_pay,0
CAP02462,Chennai,auto,3,parttime,22,15,13,10,0.522,0.787,0.292,0.099,26.0,18.2,0.489,219.0,2,0,0,8,3,gpay,1
CAP02463,Hyderabad,auto,1,parttime,22,12,7,3,0.826,0.903,0.554,0.113,15.7,23.28,0.544,83.0,4,1,0,6,1,paytm,1
CAP02464,Chennai,bike,7,parttime,19,15,10,3,0.8,0.619,0.532,0.08,11.7,11.41,0.608,42.0,4,0,1,10,0,gpay,0
CAP02465,Bengaluru,bike,4,fulltime,83,64,31,13,0.833,0.122,0.578,0.22,19.0,8.63,0.206,117.0,1,0,0,7,1,amazon_pay,0
CAP02466,Hyderabad,bike,11,fulltime,67,44,28,15,0.765,0.225,0.48,0.22,15.8,9.07,0.24,141.0,2,1,0,3,0,paytm,0
CAP02467,Bengaluru,bike,10,fulltime,68,44,29,10,0.841,0.269,0.27,0.22,16.8,8.86,0.547,92.0,0,0,1,9,0,cash,1
CAP02468,Hyderabad,bike,8,parttime,34,23,16,6,0.8,0.324,0.376,0.22,23.5,11.12,0.644,69.0,3,0,1,6,0,amazon_pay,1
CAP02469,Hyderabad,bike,5,fulltime,79,57,38,35,0.55,0.517,0.258,0.08,19.3,16.0,0.293,687.0,2,0,1,7,1,gpay,0
CAP02470,Bengaluru,bike,9,fulltime,84,71,55,23,0.718,0.106,0.481,0.207,16.2,9.21,0.21,224.0,2,0,1,10,0,gpay,0
CAP02471,Delhi,bike,6,parttime,30,22,19,8,0.71,0.708,0.229,0.22,15.0,11.57,0.71,96.0,7,0,1,10,0,amazon_pay,1
CAP02472,Delhi,bike,11,fulltime,80,48,36,25,0.679,0.638,0.635,0.14,19.7,9.88,0.324,283.0,2,1,0,5,0,amazon_pay,1
CAP02473,Chennai,bike,10,parttime,44,39,25,20,0.533,0.589,0.692,0.22,19.8,7.0,0.638,146.0,2,1,0,5,1,gpay,0
CAP02474,Hyderabad,bike,2,fulltime,87,64,53,23,0.727,0.075,0.669,0.22,19.3,11.63,0.728,278.0,3,1,0,8,1,qr_scan,0
CAP02475,Pune,bike,1,parttime,30,27,21,7,0.742,0.249,0.411,0.127,13.6,8.75,0.211,71.0,2,1,1,11,0,paytm,0
CAP02476,Bengaluru,bike,1,fulltime,80,63,50,24,0.691,0.282,0.379,0.22,16.9,11.5,0.693,287.0,1,1,0,11,1,gpay,1
CAP02477,Pune,bike,12,parttime,30,23,19,12,0.581,0.595,0.171,0.186,12.3,10.07,0.457,131.0,5,0,1,4,0,paytm,0
CAP02478,Bengaluru,bike,12,parttime,27,18,9,8,0.679,0.556,0.191,0.22,16.2,13.17,0.326,110.0,4,1,0,7,0,cash,0
CAP02479,Pune,bike,9,parttime,33,30,18,12,0.618,0.497,0.327,0.22,23.5,12.05,0.202,150.0,3,1,0,11,0,gpay,1
CAP02480,Bengaluru,auto,1,parttime,28,26,13,6,0.759,0.793,0.681,0.103,29.0,13.0,0.269,93.0,3,0,0,10,0,paytm,1
CAP02481,Pune,auto,3,parttime,29,20,16,5,0.8,0.785,0.181,0.14,26.5,17.98,0.157,103.0,3,0,0,8,0,amazon_pay,0
CAP02482,Delhi,bike,12,fulltime,71,61,44,19,0.722,0.182,0.432,0.22,22.5,10.09,0.194,199.0,2,0,1,7,0,paytm,0
CAP02483,Bengaluru,bike,2,parttime,21,13,12,8,0.591,0.834,0.706,0.163,16.2,11.65,0.394,104.0,3,0,0,4,0,gpay,1
CAP02484,Hyderabad,auto,12,fulltime,81,64,50,27,0.659,0.333,0.236,0.082,26.0,24.09,0.485,796.0,1,1,0,4,1,gpay,0
CAP02485,Delhi,bike,4,fulltime,98,80,39,26,0.727,0.431,0.495,0.13,14.1,8.01,0.487,242.0,1,1,0,8,2,gpay,0
CAP02486,Hyderabad,bike,1,fulltime,78,73,43,30,0.608,0.255,0.381,0.217,20.0,11.85,0.426,371.0,1,1,0,8,0,gpay,0
CAP02487,Pune,bike,1,fulltime,78,51,46,20,0.734,0.768,0.382,0.179,11.3,9.45,0.324,207.0,1,1,0,6,3,amazon_pay,0
CAP02488,Hyderabad,bike,4,parttime,25,20,18,10,0.577,0.29,0.196,0.156,13.6,11.31,0.56,127.0,3,1,0,4,2,amazon_pay,0
CAP02489,Hyderabad,auto,4,fulltime,84,54,30,20,0.753,0.56,0.464,0.14,26.4,13.6,0.147,312.0,1,0,1,6,1,amazon_pay,0
CAP02490,Bengaluru,auto,7,fulltime,70,39,27,23,0.662,0.368,0.282,0.14,23.4,19.06,0.331,503.0,0,1,1,2,2,gpay,0
CAP02491,Bengaluru,bike,8,parttime,37,24,15,12,0.658,0.564,0.512,0.22,20.8,11.28,0.087,141.0,4,1,0,4,2,gpay,1
CAP02492,Chennai,bike,8,fulltime,75,64,35,26,0.645,0.383,0.633,0.14,21.6,8.79,0.408,262.0,1,0,0,9,1,amazon_pay,0
CAP02493,Hyderabad,bike,8,parttime,29,26,16,13,0.533,0.676,0.374,0.22,14.3,11.51,0.368,156.0,2,0,0,7,2,gpay,0
CAP02494,Hyderabad,bike,12,parttime,28,15,9,8,0.69,0.542,0.401,0.156,19.5,7.53,0.589,68.0,4,0,0,8,2,gpay,0
CAP02495,Hyderabad,auto,9,fulltime,78,46,36,29,0.62,0.355,0.463,0.04,34.7,20.31,0.176,754.0,3,0,0,10,2,paytm,1
CAP02496,Hyderabad,bike,1,fulltime,76,53,37,17,0.766,0.127,0.595,0.22,10.7,9.31,0.183,165.0,1,1,0,6,1,amazon_pay,0
CAP02497,Pune,bike,9,fulltime,81,59,51,28,0.646,0.25,0.204,0.22,20.0,7.16,0.246,208.0,1,1,1,7,0,qr_scan,1
CAP02498,Delhi,auto,10,parttime,28,25,23,13,0.517,0.573,0.55,0.14,34.2,21.35,0.442,318.0,1,1,0,5,1,gpay,0
CAP02499,Hyderabad,auto,8,fulltime,75,41,26,15,0.789,0.463,0.137,0.14,17.0,19.25,0.396,331.0,4,0,0,3,1,gpay,0
CAP02500,Pune,auto,1,parttime,20,17,11,8,0.571,0.627,0.651,0.14,25.7,22.97,0.175,211.0,3,0,1,7,0,qr_scan,0
CAP02501,Chennai,bike,7,parttime,24,18,14,8,0.64,0.477,0.564,0.22,19.3,11.82,0.326,98.0,1,0,0,6,0,qr_scan,0
CAP02502,Hyderabad,bike,9,parttime,32,20,17,10,0.667,0.15,0.06,0.22,14.5,13.59,0.369,141.0,0,0,1,4,0,gpay,1
CAP02503,Delhi,bike,4,fulltime,72,45,25,17,0.753,0.613,0.012,0.22,11.3,12.03,0.299,213.0,2,1,0,4,4,gpay,0
CAP02504,Bengaluru,bike,9,fulltime,93,53,41,34,0.628,0.434,0.444,0.22,16.9,13.22,0.385,467.0,0,1,0,5,0,amazon_pay,0
CAP02505,Bengaluru,auto,1,parttime,36,23,19,11,0.676,0.589,0.453,0.048,26.4,18.53,0.381,259.0,3,1,1,5,2,gpay,1
CAP02506,Pune,bike,9,parttime,33,31,25,18,0.441,0.655,0.406,0.08,15.2,10.46,0.602,231.0,2,1,0,2,2,gpay,0
CAP02507,Hyderabad,auto,6,fulltime,88,76,60,37,0.573,0.355,0.706,0.14,26.3,25.47,0.758,1081.0,0,1,1,7,1,qr_scan,1
CAP02508,Pune,bike,4,parttime,30,28,25,23,0.226,0.657,0.221,0.22,19.8,10.73,0.189,257.0,3,1,0,5,1,qr_scan,0
CAP02509,Pune,auto,12,parttime,30,18,14,12,0.581,0.894,0.143,0.14,15.8,19.84,0.252,273.0,4,1,1,8,0,cash,1
CAP02510,Bengaluru,bike,12,fulltime,81,62,43,29,0.634,0.466,0.19,0.22,19.1,11.74,0.149,354.0,3,0,1,5,3,paytm,0
CAP02511,Pune,auto,5,parttime,19,17,15,12,0.35,0.469,0.267,0.047,23.9,23.02,0.351,351.0,3,1,1,6,1,paytm,0
CAP02512,Hyderabad,bike,7,parttime,28,22,14,12,0.552,0.673,0.17,0.22,21.1,13.05,0.545,163.0,3,0,0,3,2,gpay,0
CAP02513,Hyderabad,bike,10,parttime,32,17,14,5,0.818,0.464,0.165,0.08,22.6,12.01,0.95,74.0,2,0,0,9,0,gpay,1
CAP02514,Chennai,auto,4,parttime,27,15,11,9,0.643,0.769,0.593,0.14,27.1,16.65,0.685,172.0,1,0,1,9,1,paytm,1
CAP02515,Delhi,bike,8,parttime,25,17,12,10,0.577,0.618,0.748,0.18,9.8,9.88,0.263,108.0,2,1,0,6,0,gpay,0
CAP02516,Bengaluru,bike,3,parttime,25,17,13,10,0.577,0.224,0.47,0.187,18.3,11.46,0.705,124.0,5,0,1,3,0,gpay,1
CAP02517,Hyderabad,auto,2,parttime,32,28,22,15,0.515,0.642,0.567,0.04,30.0,18.89,0.404,363.0,6,1,0,5,1,gpay,0
CAP02518,Chennai,bike,1,parttime,18,15,10,4,0.737,0.645,0.639,0.22,13.3,10.23,0.69,43.0,1,1,0,7,1,gpay,1
CAP02519,Chennai,bike,6,fulltime,71,42,37,24,0.653,0.065,0.318,0.097,18.6,12.48,0.436,361.0,0,1,0,3,3,amazon_pay,0
CAP02520,Chennai,bike,2,fulltime,94,55,44,36,0.611,0.284,0.734,0.14,17.2,13.22,0.683,546.0,3,1,1,5,0,cash,0
CAP02521,Bengaluru,auto,8,fulltime,73,65,48,29,0.595,0.875,0.533,0.14,18.1,16.24,0.139,540.0,0,1,0,5,0,gpay,0
CAP02522,Bengaluru,bike,11,parttime,28,20,16,15,0.448,0.251,0.613,0.179,16.6,13.44,0.605,221.0,2,0,0,7,1,gpay,1
CAP02523,Hyderabad,bike,10,parttime,23,14,8,3,0.833,0.834,0.634,0.22,17.6,13.01,0.215,41.0,0,1,0,8,0,gpay,0
CAP02524,Pune,bike,4,parttime,28,25,23,20,0.276,0.425,0.463,0.146,16.3,11.44,0.52,261.0,3,1,0,6,2,gpay,0
CAP02525,Bengaluru,bike,9,parttime,26,21,14,7,0.704,0.562,0.53,0.22,20.1,13.07,0.165,95.0,3,1,1,5,3,paytm,0
CAP02526,Bengaluru,bike,4,fulltime,74,45,30,25,0.653,0.382,0.321,0.197,18.8,8.27,0.007,221.0,3,0,1,7,1,cash,0
CAP02527,Delhi,bike,4,fulltime,66,52,33,20,0.687,0.378,0.366,0.153,23.6,13.05,0.4,295.0,1,1,1,6,2,gpay,0
CAP02528,Bengaluru,bike,12,fulltime,72,53,32,27,0.616,0.569,0.418,0.22,24.9,13.42,0.467,377.0,1,1,1,10,0,gpay,0
CAP02529,Delhi,bike,8,fulltime,80,52,48,33,0.58,0.179,0.262,0.22,19.9,9.46,0.589,325.0,0,0,0,7,1,gpay,0
CAP02530,Chennai,bike,12,parttime,24,18,16,14,0.4,0.573,0.561,0.22,15.9,12.26,0.226,179.0,1,1,0,6,1,qr_scan,1
CAP02531,Pune,bike,8,parttime,18,13,12,7,0.579,0.901,0.355,0.099,21.5,14.56,0.28,122.0,3,0,1,6,0,amazon_pay,0
CAP02532,Bengaluru,bike,5,fulltime,86,66,40,36,0.575,0.277,0.323,0.22,15.2,13.81,0.47,517.0,1,1,0,4,1,gpay,0
CAP02533,Bengaluru,bike,3,parttime,22,14,10,4,0.783,0.591,0.221,0.136,18.9,12.46,0.434,57.0,1,0,1,7,1,amazon_pay,0
CAP02534,Chennai,bike,12,parttime,29,24,13,10,0.633,0.731,0.316,0.22,21.1,11.49,0.342,119.0,2,1,0,7,1,paytm,1
CAP02535,Pune,bike,2,fulltime,90,64,51,24,0.725,0.558,0.731,0.08,15.4,12.09,0.473,356.0,1,1,0,7,2,cash,0
CAP02536,Chennai,bike,9,parttime,39,34,19,9,0.75,0.676,0.121,0.22,17.8,7.4,0.458,69.0,2,1,0,10,1,paytm,0
CAP02537,Bengaluru,auto,9,fulltime,74,58,46,17,0.76,0.494,0.201,0.04,24.0,21.87,0.211,476.0,0,0,0,5,2,qr_scan,0
CAP02538,Chennai,bike,5,parttime,31,20,16,12,0.594,0.683,0.413,0.22,21.1,10.04,0.113,125.0,2,1,0,1,1,amazon_pay,1
CAP02539,Chennai,bike,8,fulltime,71,48,45,33,0.528,0.378,0.284,0.08,24.1,11.63,0.573,471.0,1,1,0,8,1,gpay,1
CAP02540,Chennai,bike,7,parttime,38,25,21,11,0.692,0.668,0.462,0.146,22.9,12.8,0.286,160.0,3,0,0,2,0,paytm,1
CAP02541,Chennai,bike,3,parttime,20,13,9,8,0.571,0.561,0.369,0.22,18.8,12.23,0.306,102.0,2,0,0,2,0,paytm,1
CAP02542,Pune,auto,12,parttime,22,13,9,3,0.826,0.738,0.687,0.138,28.4,17.96,0.652,62.0,1,1,0,8,1,gpay,1
CAP02543,Chennai,bike,5,parttime,32,23,10,8,0.727,0.534,0.26,0.113,25.5,15.05,0.304,142.0,3,0,0,4,0,cash,1
CAP02544,Bengaluru,bike,9,fulltime,86,48,44,22,0.736,0.435,0.382,0.08,18.9,12.39,0.566,334.0,0,0,0,4,0,gpay,0
CAP02545,Hyderabad,bike,4,parttime,34,23,12,4,0.857,0.952,0.808,0.22,18.0,11.3,0.614,47.0,4,0,0,4,1,amazon_pay,1
CAP02546,Bengaluru,bike,3,parttime,32,23,10,7,0.758,0.613,0.76,0.22,13.5,10.1,0.556,74.0,4,1,0,3,1,paytm,1
CAP02547,Hyderabad,bike,7,parttime,28,23,14,7,0.724,0.488,0.303,0.22,22.0,9.09,0.512,66.0,4,0,1,6,0,amazon_pay,0
CAP02548,Hyderabad,bike,8,parttime,18,16,9,5,0.684,0.73,0.457,0.22,17.6,9.23,0.662,48.0,5,0,0,6,0,cash,1
CAP02549,Bengaluru,auto,5,parttime,33,28,19,12,0.618,0.809,0.289,0.14,18.6,20.58,0.269,283.0,3,0,0,2,4,amazon_pay,0
CAP02550,Bengaluru,bike,8,parttime,30,17,15,5,0.806,0.487,0.43,0.22,18.7,10.55,0.443,55.0,2,0,0,8,0,cash,1
CAP02551,Bengaluru,bike,5,fulltime,77,62,57,38,0.5,0.767,0.288,0.08,14.7,11.28,0.432,526.0,3,0,0,1,3,gpay,0
CAP02552,Pune,bike,9,fulltime,81,72,42,15,0.805,0.465,0.401,0.098,21.4,10.63,0.538,192.0,0,1,1,4,1,gpay,0
CAP02553,Delhi,bike,7,parttime,21,15,13,5,0.727,0.871,0.495,0.22,16.6,11.96,0.368,62.0,4,1,1,7,1,gpay,1
CAP02554,Bengaluru,bike,5,parttime,20,18,16,12,0.381,0.584,0.306,0.22,12.2,10.2,0.536,127.0,1,0,0,7,0,qr_scan,0
CAP02555,Delhi,bike,9,fulltime,84,75,50,39,0.529,0.18,0.371,0.104,15.3,11.45,0.451,533.0,3,1,0,8,1,gpay,0
CAP02556,Hyderabad,bike,5,parttime,24,21,15,5,0.76,0.285,0.339,0.153,19.8,11.83,0.201,67.0,4,0,0,9,2,gpay,1
CAP02557,Bengaluru,bike,8,parttime,32,29,13,11,0.636,0.607,0.206,0.08,16.0,9.78,0.447,132.0,2,0,0,6,0,amazon_pay,0
CAP02558,Bengaluru,auto,12,parttime,35,29,13,4,0.861,0.544,0.19,0.14,32.7,18.2,0.102,83.0,2,0,0,4,1,cash,1
CAP02559,Hyderabad,bike,4,parttime,21,17,8,7,0.636,0.793,0.244,0.22,19.0,10.06,0.43,73.0,0,0,1,3,1,gpay,0
CAP02560,Pune,auto,9,fulltime,66,56,39,26,0.597,0.476,0.273,0.14,27.5,17.86,0.603,532.0,1,0,0,4,0,gpay,0
CAP02561,Chennai,bike,12,parttime,34,23,15,8,0.743,0.676,0.299,0.195,18.2,9.41,0.703,81.0,3,0,1,10,1,gpay,1
CAP02562,Bengaluru,bike,6,fulltime,74,40,18,12,0.827,0.256,0.84,0.22,18.3,13.68,0.115,171.0,0,0,0,2,1,gpay,1
CAP02563,Bengaluru,auto,6,parttime,29,16,8,3,0.867,0.555,0.625,0.14,14.3,22.97,0.533,79.0,6,0,0,8,0,gpay,0
CAP02564,Hyderabad,bike,3,parttime,43,38,25,15,0.636,0.32,0.118,0.22,18.5,10.68,0.084,167.0,4,0,1,7,0,cash,1
CAP02565,Bengaluru,auto,3,parttime,33,23,19,14,0.559,0.768,0.385,0.14,15.6,22.17,0.112,356.0,1,1,0,4,1,gpay,0
CAP02566,Bengaluru,auto,4,parttime,33,22,15,11,0.647,0.608,0.794,0.14,20.5,17.53,0.703,221.0,6,0,1,6,1,cash,1
CAP02567,Bengaluru,bike,1,parttime,31,24,19,16,0.469,0.78,0.375,0.22,18.6,7.94,0.246,132.0,3,1,0,6,1,amazon_pay,0
CAP02568,Pune,bike,6,parttime,26,15,10,5,0.778,0.764,0.429,0.22,16.9,9.82,0.47,51.0,2,0,0,4,0,gpay,0
CAP02569,Delhi,bike,1,parttime,26,19,12,4,0.815,0.641,0.204,0.186,14.0,8.95,0.134,39.0,1,1,1,8,0,amazon_pay,1
CAP02570,Hyderabad,auto,11,fulltime,80,70,63,36,0.543,0.209,0.02,0.131,26.6,19.56,0.239,816.0,1,1,0,5,0,gpay,0
CAP02571,Delhi,auto,4,parttime,30,21,18,7,0.742,0.812,0.411,0.14,27.5,20.86,0.477,167.0,1,0,0,6,0,paytm,1
CAP02572,Bengaluru,bike,7,fulltime,78,59,32,28,0.633,0.18,0.6,0.22,19.7,11.26,0.141,328.0,1,0,0,1,2,paytm,0
CAP02573,Hyderabad,bike,12,parttime,27,16,13,12,0.536,0.545,0.505,0.22,14.3,12.93,0.421,161.0,6,0,0,6,2,qr_scan,1
CAP02574,Bengaluru,bike,6,fulltime,65,54,31,22,0.652,0.597,0.311,0.08,15.5,9.39,0.876,253.0,1,0,0,8,3,paytm,0
CAP02575,Chennai,bike,8,parttime,33,25,11,9,0.706,0.991,0.607,0.22,17.4,10.36,0.403,97.0,2,0,0,5,0,paytm,1
CAP02576,Delhi,bike,4,fulltime,76,58,48,36,0.519,0.307,0.727,0.22,10.5,7.22,0.185,270.0,3,1,0,4,0,paytm,0
CAP02577,Chennai,bike,9,parttime,19,12,6,4,0.75,0.929,0.231,0.109,18.4,9.9,0.31,47.0,2,1,0,8,0,cash,0
CAP02578,Hyderabad,bike,10,fulltime,78,71,41,34,0.557,0.389,0.578,0.116,22.3,14.87,0.798,596.0,2,0,1,9,2,cash,0
CAP02579,Chennai,bike,8,fulltime,78,53,44,38,0.506,0.59,0.071,0.089,16.6,9.31,0.431,430.0,1,1,1,6,1,gpay,0
CAP02580,Bengaluru,auto,5,parttime,38,35,24,15,0.59,0.638,0.401,0.14,19.7,19.97,0.641,343.0,3,1,0,5,0,cash,0
CAP02581,Pune,auto,6,fulltime,81,55,43,35,0.561,0.302,0.783,0.124,28.8,15.33,0.542,627.0,0,1,0,4,1,cash,0
CAP02582,Hyderabad,auto,5,parttime,33,30,13,7,0.765,0.857,0.339,0.14,20.0,17.12,0.208,137.0,2,1,0,3,4,gpay,1
CAP02583,Hyderabad,auto,6,parttime,25,19,11,5,0.769,0.893,0.338,0.14,22.7,22.37,0.041,128.0,2,1,0,5,0,gpay,1
CAP02584,Hyderabad,bike,1,parttime,34,19,11,6,0.8,0.837,0.579,0.22,10.4,12.64,0.181,79.0,3,1,1,6,0,qr_scan,1
CAP02585,Chennai,bike,4,fulltime,90,83,47,23,0.736,0.644,0.565,0.22,14.7,8.6,0.151,206.0,4,0,1,5,2,paytm,0
CAP02586,Bengaluru,bike,9,fulltime,86,58,36,21,0.747,0.576,0.713,0.22,13.1,11.76,0.595,257.0,1,1,1,6,3,cash,1
CAP02587,Chennai,auto,4,fulltime,83,72,45,33,0.595,0.302,0.17,0.14,27.0,18.21,0.776,689.0,4,1,0,4,1,gpay,1
CAP02588,Bengaluru,auto,2,fulltime,73,56,51,23,0.676,0.416,0.486,0.104,31.2,23.27,0.102,639.0,2,0,1,10,3,amazon_pay,0
CAP02589,Chennai,bike,6,fulltime,82,53,46,36,0.554,0.216,0.221,0.119,9.6,9.27,0.111,392.0,2,1,0,7,2,paytm,0
CAP02590,Pune,auto,2,parttime,37,22,18,15,0.579,0.517,0.075,0.045,22.5,21.2,0.061,405.0,1,1,0,3,1,amazon_pay,0
CAP02591,Pune,bike,3,parttime,32,20,9,5,0.818,0.392,0.683,0.22,17.7,10.8,0.746,56.0,4,0,0,6,2,gpay,1
CAP02592,Hyderabad,bike,7,fulltime,70,53,33,30,0.563,0.769,0.766,0.22,16.7,11.6,0.158,362.0,1,0,0,6,1,cash,1
CAP02593,Hyderabad,bike,4,fulltime,81,61,32,24,0.695,0.579,0.278,0.22,16.4,7.6,0.308,190.0,2,0,0,10,1,gpay,0
CAP02594,Bengaluru,bike,1,parttime,26,17,10,6,0.741,0.819,0.368,0.094,12.6,9.89,0.094,72.0,3,0,0,6,1,paytm,1
CAP02595,Chennai,bike,9,fulltime,69,42,22,11,0.829,0.273,0.592,0.206,19.5,9.03,0.747,105.0,0,1,0,3,0,amazon_pay,0
CAP02596,Bengaluru,bike,6,parttime,21,14,6,2,0.864,0.735,0.375,0.22,18.7,13.46,0.16,28.0,4,0,0,6,1,qr_scan,1
CAP02597,Hyderabad,bike,9,fulltime,73,44,31,18,0.743,0.206,0.264,0.22,19.6,11.15,0.126,209.0,3,1,0,7,1,gpay,1
CAP02598,Bengaluru,bike,3,parttime,31,23,19,17,0.438,0.615,0.258,0.22,19.3,13.47,0.688,238.0,3,1,0,7,0,gpay,0
CAP02599,Bengaluru,bike,5,parttime,26,18,12,9,0.63,0.387,0.282,0.22,22.4,10.66,0.268,100.0,0,1,0,8,0,amazon_pay,0
CAP02600,Chennai,bike,9,parttime,28,20,11,10,0.621,0.386,0.473,0.08,11.6,10.64,0.336,131.0,4,0,0,4,1,cash,0
CAP02601,Bengaluru,bike,6,fulltime,52,34,17,14,0.717,0.283,0.237,0.22,16.0,12.89,0.198,188.0,3,0,0,8,2,cash,0
CAP02602,Chennai,bike,2,fulltime,76,44,38,29,0.61,0.369,0.749,0.22,14.4,8.85,0.269,267.0,1,0,0,3,2,paytm,0
CAP02603,Bengaluru,bike,1,parttime,28,21,16,6,0.759,0.358,0.534,0.22,22.0,12.11,0.819,76.0,1,0,0,8,0,paytm,1
CAP02604,Bengaluru,auto,9,parttime,23,21,11,10,0.542,0.475,0.821,0.04,29.6,18.91,0.611,242.0,3,0,0,6,1,gpay,0
CAP02605,Hyderabad,bike,1,parttime,27,22,13,6,0.75,0.746,0.329,0.22,16.7,14.07,0.375,88.0,1,0,0,7,2,gpay,1
CAP02606,Bengaluru,bike,5,parttime,26,23,19,9,0.63,0.881,0.505,0.22,19.7,9.71,0.624,91.0,4,1,0,9,1,gpay,1
CAP02607,Bengaluru,auto,1,fulltime,82,48,39,14,0.819,0.855,0.192,0.14,17.3,15.96,0.643,256.0,3,0,1,14,1,paytm,1
CAP02608,Chennai,auto,5,fulltime,85,48,37,21,0.744,0.316,0.363,0.14,17.3,21.03,0.533,506.0,2,1,1,2,3,paytm,0
CAP02609,Bengaluru,auto,5,fulltime,85,72,35,31,0.628,0.525,0.073,0.06,13.7,22.83,0.534,887.0,2,0,1,6,0,amazon_pay,1
CAP02610,Pune,bike,7,parttime,27,19,14,11,0.571,0.595,0.165,0.22,19.1,10.35,0.734,118.0,4,1,0,4,1,paytm,1
CAP02611,Bengaluru,bike,7,fulltime,79,69,52,36,0.538,0.278,0.611,0.22,9.0,13.6,0.538,509.0,2,0,0,6,0,gpay,0
CAP02612,Bengaluru,bike,11,fulltime,84,62,46,36,0.565,0.427,0.498,0.22,15.0,10.04,0.313,376.0,2,0,0,4,0,gpay,0
CAP02613,Chennai,bike,10,parttime,30,17,14,5,0.806,0.271,0.378,0.22,18.5,9.95,0.324,52.0,0,1,0,6,0,paytm,0
CAP02614,Bengaluru,auto,1,parttime,25,18,9,4,0.808,0.667,0.534,0.14,22.6,20.01,0.854,92.0,1,0,0,11,0,gpay,1
CAP02615,Bengaluru,bike,9,parttime,27,22,10,6,0.75,0.455,0.075,0.22,14.5,10.5,0.116,66.0,0,0,0,8,1,cash,1
CAP02616,Hyderabad,bike,1,parttime,35,26,14,10,0.694,0.639,0.262,0.22,18.1,9.6,0.126,100.0,4,1,0,9,1,gpay,1
CAP02617,Bengaluru,bike,5,parttime,30,19,9,6,0.774,0.731,0.244,0.22,20.6,7.0,0.348,44.0,3,1,0,5,0,paytm,1
CAP02618,Pune,bike,7,fulltime,75,68,56,24,0.671,0.298,0.77,0.22,22.4,9.17,0.064,229.0,2,1,0,4,0,paytm,0
